,pobreza,P01F03,P15B02,P15B04,P15B06A,P13A02A,P06B01,P06B10A,P06B10B,P09A03B,P09A03C,P09B02B,P09B02C,P09F03B,P09F03C,P09F04B,P09F04C,P09F05B,P09F05C,P09F06B,P09F06C,P09F07B,P09F07C,P09F08B,P09F08C,P09F09B,P09F09C,P10B01,P10B08,P10B20B,P11A05B,P11A06B
11103,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,5,0.0,13.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,12.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.8,0.0,0.4,0.0,0.0,60.0,0.0
11104,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,2.5,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,0.0,0.25,650.0,0.0,0.0,0.0
11105,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,1.25,0.0,0.0,0.0,1.25,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15.0,0.25,625.0,0.0,0.0,0.0
11106,Pobre no extr.,355.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,3.6666666666666665,10.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,625.0,0.0,0.0,0.0
11107,No pobre,360.0,0.0,0.0,0.0,0.0,2,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,20.0,1.3333333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,800.0,0.0,200.0,0.0
11108,Pobre ext.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,200.0,0.0,0.0,0.0
11109,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,5.0,1.3333333333333333,0.0,0.0,0.0,0.0,5.0,5.333333333333333,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,250.0,0.0,333.3333333333333,0.0
11110,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,7,0.0,3.75,0.0,0.0,0.0,0.0,0.25,0.0,3.75,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11111,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
11112,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
11113,Pobre no extr.,6000.0,0.0,0.0,0.0,0.0,1,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,375.0,0.0,225.0,0.0
11114,Pobre ext.,0.0,0.0,0.0,0.0,0.0,7,0.0,5.0,0.0,0.0,0.0,0.0,0.8,3.0,4.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
11115,Pobre ext.,0.0,0.0,0.0,0.0,0.0,1,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,8.571428571428571,2.142857142857143,4.285714285714286,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,142.85714285714286,0.0,0.0,0.0
11116,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,83.33333333333333,0.0,0.0,0.0
11117,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,240.0,0.0,0.0,0.0
11118,Pobre ext.,0.0,0.0,0.0,0.0,0.0,0,0.0,8.75,0.0,0.0,0.0,0.0,0.5,0.0,6.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,300.0,0.0,0.0,0.0
11119,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,3.3333333333333335,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,250.0,0.0,0.0,0.0
11120,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,450.0,0.0,750.0,1125.0
11121,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
11122,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.2,0.0,2.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,500.0,0.0,0.0,0.0
11123,Pobre ext.,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.2,240.0,0.0,0.0,0.0
11124,Pobre ext.,0.0,0.0,0.0,0.0,2.0,4,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,240.0,0.0,0.0,0.0
11125,No pobre,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11126,Pobre ext.,0.0,0.0,0.0,0.0,2.0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,180.0,0.0,0.0,0.0
11127,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,1,0.0,3.75,0.0,0.0,0.0,0.0,0.0,7.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,500.0,0.0,0.0,0.0
11128,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,300.0,0.0,0.0,0.0
11129,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,520.0,0.0,0.0,0.0
11130,Pobre no extr.,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,500.0,300.0,0.0,0.0
11131,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7.5,0.0,0.0,0.5,375.0,150.0,0.0,0.0
11132,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.0,2.2,0.0,0.4,744.0,0.0,0.0,0.0
11133,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.6,0.0,0.4,0.0,0.0,0.0,0.0
11134,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,6.0,1.6,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0
11135,Pobre ext.,0.0,0.0,995.0,1.0,1.0,4,0.0,4.285714285714286,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,3.142857142857143,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,0.0,1.2857142857142858,400.0,0.0,0.0,0.0
11136,No pobre,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,250.0,750.0
11137,Pobre no extr.,0.0,0.0,0.0,0.0,3.0,9,0.2,3.0,1.1,9.0,0.0,0.0,0.3,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.6,2.0,1.3,350.0,0.0,60.0,75.0
11138,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,150.0,0.0
11139,Pobre ext.,2536.0,0.0,0.0,0.0,1.0,5,0.0,2.142857142857143,0.0,0.0,0.0,2.142857142857143,0.14285714285714285,8.571428571428571,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0
11140,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.3333333333333333,16.666666666666668,0.3333333333333333,0.0,0.0,10.0,0.0,3.3333333333333335,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.0,0.5,0.0,0.0,0.0,900.0
11141,No pobre,1172.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1400.0,0.0,0.0,0.0
11142,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,7,0.125,8.75,0.0,0.0,0.0,0.0,0.0,0.0,3.875,0.0,0.25,3.75,0.0,0.0,0.0,0.0,0.25,0.0,3.5,0.0,0.5,637.5,0.0,0.0,75.0
11143,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11144,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
11145,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.75,0.0,0.0,0.0,0.75,0.0,1.25,7.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.25,0.0,0.0,1.5,350.0,0.0,0.0,0.0
11146,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,150.0,2100.0
11147,No pobre,1000.0,0.0,0.0,0.0,0.0,3,0.0,2.5,0.0,0.0,0.0,0.0,0.25,0.0,2.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,0.0,0.0,525.0
11148,No pobre,2025.0,0.0,0.0,0.0,0.0,3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.25,450.0,0.0,0.0,850.0
11149,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.14285714285714285,5.714285714285714,0.0,0.0,0.0,4.285714285714286,0.14285714285714285,2.857142857142857,2.0,2.857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,2.857142857142857,1.0,0.0,0.2857142857142857,571.4285714285714,0.0,0.0,321.42857142857144
11150,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666,866.6666666666666,0.0,0.0,0.0
11151,No pobre,2350.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0
11152,No pobre,0.0,0.0,0.0,0.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,577.5
11153,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,200.0
11154,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,3,0.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,3.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,0.0,0.0,225.0,0.0
11155,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3333333333333333,700.0,0.0,0.0,0.0
11156,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11157,Pobre no extr.,0.0,0.0,0.0,1.0,3.0,3,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.25,0.0,0.0,75.0,0.0
11158,Pobre no extr.,0.0,0.0,0.0,1.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,200.0,0.0,0.0,1080.0
11159,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,200.0,0.0,0.0,0.0
11160,Pobre ext.,0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,0.4,0.0,0.6,0.0,0.0,0.0,120.0
11161,Pobre ext.,0.0,0.0,0.0,0.0,0.0,3,0.0,8.0,0.0,0.0,0.0,0.0,1.2,0.0,2.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.8,320.0,0.0,60.0,0.0
11162,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.3333333333333333,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,1.0,0.0,0.0,0.0,0.0
11163,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,450.0,0.0
11164,Pobre ext.,0.0,0.0,0.0,0.0,0.0,4,0.0,7.5,0.0,0.0,0.0,0.0,0.5,0.0,3.8333333333333335,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,7.5,0.5,0.0,0.16666666666666666,225.0,0.0,0.0,0.0
11165,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,6,0.0,8.333333333333334,0.0,0.0,0.0,6.666666666666667,0.0,10.833333333333334,1.6666666666666667,5.833333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,5.0,0.6666666666666666,10.0,0.3333333333333333,726.6666666666666,0.0,0.0,0.0
11166,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,7,0.0,6.875,1.875,0.0,0.0,5.0,0.375,0.0,0.75,11.25,0.0,7.5,0.0,0.0,0.0,0.0,0.125,5.625,1.875,7.5,0.5,200.0,0.0,0.0,0.0
11167,No pobre,0.0,0.0,3500.0,1.0,0.0,3,0.0,1.25,0.0,0.0,0.0,2.5,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.75,0.0,0.25,675.0,0.0,0.0,3000.0
11168,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
11169,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12.0,2.4,0.0,0.2,1000.0,0.0,0.0,0.0
11170,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,5.6,0.0,0.0,0.0,6.0,0.2,6.0,1.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,6.0,2.6,0.0,0.2,1400.0,0.0,0.0,0.0
11171,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,6.666666666666667,0.0,0.0,0.0,3.3333333333333335,0.3333333333333333,10.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,1.3333333333333333,0.0,0.6666666666666666,866.6666666666666,0.0,0.0,0.0
11172,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.5,15.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,200.0,0.0,0.0,0.0
11173,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.0,8.125,0.0,0.0,0.0,1.875,0.0,7.5,3.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,577.5,62.5,0.0,300.0
11174,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,6.0,0.0,0.0,0.0,6.0,0.0,8.0,5.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,102.0,0.0,0.0,0.0
11175,Pobre no extr.,0.0,0.0,0.0,0.0,2.0,6,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,2.857142857142857,0.7142857142857143,485.7142857142857,0.0,0.0,142.85714285714286
11176,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,1,0.0,10.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
11177,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.4,576.0,0.0,0.0,0.0
11178,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,1.0,600.0,0.0,0.0,0.0
11179,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,1,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,5.0,4.833333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,216.66666666666666,0.0,0.0,0.0
11180,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,4.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.4,656.0,0.0,0.0,0.0
11181,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.0,7.5,2.0,0.0,0.0,0.0,0.0,15.0,3.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.5,0.0,0.0,0.0,2250.0
11182,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.25,0.0,0.0,0.0,0.0
11183,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3333333333333333,866.6666666666666,0.0,0.0,300.0
11184,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.6666666666666666,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,2500.0,0.0,0.0,0.0
11185,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,10.0,0.3333333333333333,700.0,0.0,0.0,0.0
11186,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,4.0,0.0,0.0,0.0,0.0,0.6,0.0,2.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,576.0,0.0,0.0,0.0
11187,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2250.0
11188,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,4.0,0.0,0.0,0.0,8.0,0.2,6.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0
11189,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11190,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.75,0.0,0.0,0.0,0.0,0.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,20.0,0.75,0.0,0.0,0.0,0.0
11191,Pobre ext.,0.0,0.0,0.0,0.0,0.0,6,0.0,5.0,0.0,0.0,0.0,5.0,0.6666666666666666,0.0,4.833333333333333,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,17.5,1.0,0.0,0.0,0.0,0.0,0.0,600.0
11192,Pobre no extr.,0.0,140.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,300.0,0.0,0.0,0.0
11193,No pobre,0.0,60.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0
11194,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,300.0,0.0,0.0,0.0
11195,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,2.4,0.0,0.6,312.0,0.0,30.0,0.0
11196,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,6,0.0,3.3333333333333335,0.0,0.0,0.0,3.3333333333333335,0.16666666666666666,0.0,2.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,5.0,1.8333333333333333,15.0,0.3333333333333333,0.0,0.0,333.3333333333333,0.0
11197,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0
11198,Pobre ext.,0.0,0.0,0.0,0.0,0.0,6,0.0,2.5,1.3333333333333333,0.0,0.0,5.0,0.5,0.0,3.6666666666666665,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,433.3333333333333,0.0,50.0,0.0
11199,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,5.0,0.0,0.0,0.0,10.0,0.3333333333333333,0.0,3.3333333333333335,10.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,450.0,0.0,100.0,0.0
11200,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,5.833333333333333,0.8333333333333334,0.0,0.0,5.0,0.0,0.0,3.1666666666666665,0.0,1.6666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
