,pobreza,P01F03,P15B02,P15B04,P15B06A,P13A02A,P06B01,P06B10A,P06B10B,P09A03B,P09A03C,P09B02B,P09B02C,P09F03B,P09F03C,P09F04B,P09F04C,P09F05B,P09F05C,P09F06B,P09F06C,P09F07B,P09F07C,P09F08B,P09F08C,P09F09B,P09F09C,P10B01,P10B08,P10B20B,P11A05B,P11A06B
0,No pobre,0.0,0.0,3000.0,1.0,1.0,3,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,20.0,1.3333333333333333,0.0,0.6666666666666666,833.3333333333334,0.0,0.0,0.0
1,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.0,2333.3333333333335,0.0,0.0,0.0
2,Pobre no extr.,4000.0,0.0,2160.0,1.0,1.0,13,0.05555555555555555,3.888888888888889,1.3333333333333333,1.6666666666666667,0.05555555555555555,6.666666666666667,0.2222222222222222,3.3333333333333335,0.2222222222222222,20.555555555555557,0.16666666666666666,3.3333333333333335,0.0,0.0,0.0,0.0,0.4444444444444444,9.444444444444445,0.8888888888888888,15.0,0.5,327.77777777777777,0.0,0.0,0.0
3,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,8.333333333333334,1.8333333333333333,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.16666666666666666,283.3333333333333,166.66666666666666,150.0,0.0
4,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,2.6666666666666665,0.0,0.6666666666666666,1333.3333333333333,0.0,0.0,0.0
5,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,6.666666666666667,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2.0,0.0,0.6666666666666666,466.6666666666667,0.0,0.0,0.0
6,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1800.0,0.0,0.0,0.0
7,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,3.0,10.0,0.3333333333333333,0.0,0.0,0.0,0.0
8,No pobre,0.0,0.0,0.0,0.0,2.0,4,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,6.0,1.4,18.0,0.4,0.0,0.0,0.0,0.0
9,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.333333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.6666666666666666,1333.3333333333333,0.0,0.0,0.0
10,Pobre no extr.,0.0,50.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
11,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,15.0,0.0,0.0,0.0,15.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1333.3333333333333,0.0,0.0,0.0
12,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,20.0,2.3333333333333335,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,10.0,0.6666666666666666,0.0,0.0,0.0,0.0
13,No pobre,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0
14,Pobre no extr.,9600.0,0.0,0.0,0.0,1.0,3,0.0,11.25,0.0,0.0,0.0,11.25,0.0,12.5,3.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.5,2.5,1.0,265.0,0.0,0.0,0.0
15,No pobre,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
16,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,8.333333333333334,5.0,0.0,0.0,8.333333333333334,0.16666666666666666,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,10.833333333333334,3.0,0.0,1.0,366.6666666666667,0.0,0.0,0.0
17,No pobre,0.0,1500.0,0.0,1.0,0.0,5,0.0,9.0,0.0,0.0,0.0,9.0,0.0,8.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.2,1400.0,0.0,0.0,0.0
18,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.25,212.5,0.0,0.0,0.0
19,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,10.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0
22,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,500.0,0.0,1500.0,0.0
23,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0
24,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5000.0,0.0,0.0,0.0
25,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,4.333333333333333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,3.0,10.0,0.3333333333333333,1166.6666666666667,0.0,0.0,0.0
26,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,13.333333333333334,0.0,0.0,0.6666666666666666,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
27,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.6666666666666666,0.0,0.0,0.0,0.0
28,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,8.333333333333334,0.0,0.0,0.0,16.666666666666668,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.833333333333334,1.6666666666666667,5.0,0.5,750.0,0.0,0.0,175.0
29,No pobre,0.0,0.0,0.0,0.0,4.0,4,0.0,15.0,1.0,0.0,0.25,0.0,0.25,7.5,0.5,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,75.0,0.0,0.0,0.0
30,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,4500.0,0.0
31,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,15.0,0.3333333333333333,750.0,0.0,0.0,0.0
32,No pobre,0.0,0.0,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,10.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6666666666666666,20.0,1.0,1000.0,0.0,0.0,0.0
33,No pobre,0.0,0.0,0.0,0.0,2.0,6,0.0,3.3333333333333335,0.0,0.0,0.0,2.5,0.3333333333333333,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5.0,2.3333333333333335,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
34,No pobre,0.0,0.0,0.0,0.0,2.0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,20.0,0.8333333333333334,1153.3333333333333,0.0,0.0,350.0
35,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,10.0,0.6666666666666666,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,4500.0,0.0,700.0,0.0
36,No pobre,1200.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,600.0,0.0
37,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.6666666666666666,1316.6666666666667,0.0,0.0,0.0
38,Pobre no extr.,950.0,0.0,0.0,0.0,1.0,5,0.0,2.5,0.0,0.0,0.0,5.0,0.0,5.0,0.8333333333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,11.666666666666666,0.6666666666666666,15.0,0.16666666666666666,0.0,0.0,0.0,0.0
39,No pobre,800.0,0.0,0.0,0.0,0.0,4,0.0,6.0,0.0,0.0,0.0,4.0,0.6,0.0,0.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,0.8,6.0,0.4,1040.0,0.0,30.0,0.0
40,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,5,0.0,2.857142857142857,0.0,0.0,0.0,1.4285714285714286,0.0,5.714285714285714,0.0,7.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,14.285714285714286,0.8571428571428571,7.142857142857143,0.42857142857142855,257.14285714285717,0.0,0.0,0.0
41,No pobre,0.0,0.0,0.0,0.0,2.0,3,0.0,3.75,0.25,7.5,0.0,3.75,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.75,575.0,0.0,0.0,0.0
42,No pobre,0.0,0.0,0.0,0.0,2.0,3,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15.0,1.0,7.5,0.5,1250.0,0.0,0.0,0.0
43,No pobre,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,Pobre no extr.,0.0,0.0,0.0,0.0,3.0,3,0.0,12.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0
45,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,12.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,12.0,1.2,6.0,0.2,300.0,0.0,0.0,0.0
46,Pobre ext.,200.0,0.0,0.0,0.0,1.0,2,0.14285714285714285,5.0,0.14285714285714285,0.0,0.0,2.857142857142857,0.0,7.142857142857143,0.5714285714285714,20.0,0.0,0.0,0.14285714285714285,4.285714285714286,0.5714285714285714,0.0,0.5714285714285714,0.0,0.2857142857142857,4.285714285714286,0.5714285714285714,228.57142857142858,0.0,162.85714285714286,0.0
47,Pobre no extr.,0.0,0.0,0.0,0.0,2.0,5,0.0,12.0,0.0,0.0,0.2,8.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.8,440.0,240.0,60.0,0.0
48,No pobre,0.0,0.0,0.0,0.0,1.0,6,0.2857142857142857,1.4285714285714286,0.0,0.0,0.14285714285714285,3.5714285714285716,0.0,0.0,0.7142857142857143,24.285714285714285,0.0,0.0,0.0,0.0,0.5714285714285714,4.285714285714286,0.5714285714285714,0.0,1.5714285714285714,12.857142857142858,0.14285714285714285,0.0,0.0,0.0,0.0
49,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,10.0,0.0,0.0,0.0,10.0,0.16666666666666666,0.0,0.6666666666666666,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.3333333333333333,0.0,0.16666666666666666,500.0,0.0,0.0,0.0
50,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.16666666666666666,11.666666666666666,0.0,0.0,0.16666666666666666,11.666666666666666,0.16666666666666666,0.0,0.8333333333333334,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.3333333333333333,16.666666666666668,1.6666666666666667,10.0,0.3333333333333333,466.6666666666667,0.0,0.0,385.0
51,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,0.5,1200.0,300.0,60.0,0.0
52,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.3333333333333333,6.666666666666667,3.6666666666666665,0.0,0.0,10.0,0.0,6.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,6.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0
53,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.25,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,22.5,1.0,762.5,375.0,0.0,0.0
54,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.4,880.0,0.0,60.0,0.0
55,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.3333333333333333,6.666666666666667,0.0,0.0,0.3333333333333333,6.666666666666667,0.3333333333333333,10.0,0.3333333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,20.0,0.3333333333333333,0.0,0.0,0.0,0.0
56,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.25,11.25,0.0,0.0,0.0,11.25,0.25,5.0,0.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,7.5,0.5,552.5,0.0,0.0,0.0
57,No pobre,0.0,0.0,0.0,0.0,2.0,7,0.2727272727272727,1.8181818181818181,0.0,0.0,0.09090909090909091,1.8181818181818181,0.6363636363636364,14.545454545454545,0.2727272727272727,21.363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,24.545454545454547,0.7272727272727273,1054.5454545454545,0.0,0.0,0.0
58,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,11.25,0.0,0.0,0.0,7.5,1.0,15.0,0.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.5,1625.0,0.0,0.0,0.0
59,No pobre,75.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,1.0,800.0,0.0,1500.0,0.0
60,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.5,2.75,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,30.0,0.5,1125.0,0.0,0.0,0.0
61,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,7.5,0.25,675.0,0.0,0.0,1147.5
62,Pobre no extr.,0.0,0.0,0.0,0.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,15.0,0.8333333333333334,750.0,0.0,150.0,387.5
63,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,13.333333333333334,0.0,0.0,0.0,13.333333333333334,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,3000.0
64,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.0,0.6666666666666666,953.3333333333334,0.0,0.0,0.0
65,No pobre,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5,5.0,0.6666666666666666,2250.0,0.0,0.0,0.0
66,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.3333333333333335,5.0,0.5,1583.3333333333333,0.0,0.0,0.0
67,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.2,640.0,0.0,0.0,0.0
68,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,1.0,10.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667,10.0,0.6666666666666666,2833.3333333333335,0.0,0.0,0.0
69,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1600.0,0.0,0.0,0.0
70,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,20.0,0.6666666666666666,0.0,0.3333333333333333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,2833.3333333333335,0.0,0.0,0.0
71,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,5.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,3.1666666666666665,10.0,0.5,1083.3333333333333,0.0,0.0,0.0
72,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0.0,0.4,0.0,0.0,0.0,3.6,0.0,0.4,0.0,5.6,0.0,0.2,500.0,0.0,0.0,0.0
73,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,4.333333333333333,0.0,0.6666666666666666,2000.0,0.0,0.0,0.0
74,No pobre,22200.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1500.0,0.0
75,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,700.0,0.0,600.0,0.0
76,No pobre,0.0,0.0,7000.0,1.0,1.0,5,0.0,4.0,0.0,0.0,0.0,0.0,0.8,6.0,0.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.0,1.0,1900.0,0.0,0.0,0.0
77,No pobre,0.0,1000.0,0.0,1.0,0.0,5,0.0,20.0,0.0,0.0,0.4,0.0,0.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,18.0,0.6,2400.0,0.0,0.0,0.0
78,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,4.0,0.0,0.0,0.2,6.0,0.2,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,30.0,0.4,500.0,0.0,0.0,0.0
79,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,3.3333333333333335,0.0,10.0,0.6666666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,15.0,0.6666666666666666,833.3333333333334,0.0,0.0,0.0
80,No pobre,0.0,0.0,0.0,0.0,2.0,3,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,1.3333333333333333,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.6666666666666667,1033.3333333333333,0.0,0.0,0.0
81,No pobre,0.0,0.0,0.0,0.0,0.0,6,0.14285714285714285,10.0,0.0,0.0,0.0,0.0,0.14285714285714285,8.571428571428571,0.7142857142857143,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,2.0,4.285714285714286,0.42857142857142855,1428.5714285714287,0.0,0.0,0.0
82,No pobre,0.0,4000.0,0.0,1.0,0.0,3,0.0,5.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.75,0.0,0.25,2450.0,0.0,0.0,0.0
83,No pobre,0.0,4000.0,0.0,1.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.75,7.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.5,0.75,5125.0,0.0,0.0,0.0
84,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,2.5,0.0,0.0,0.0,7.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.25,1000.0,0.0,0.0,350.0
85,No pobre,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
86,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,10.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
87,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.5,0.0,0.0,0.0,1500.0
88,Pobre no extr.,0.0,0.0,0.0,0.0,2.0,5,0.0,2.857142857142857,0.0,0.0,0.0,2.857142857142857,0.42857142857142855,12.857142857142858,0.7142857142857143,4.285714285714286,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,4.285714285714286,0.5714285714285714,428.57142857142856,0.0,0.0,0.0
89,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,7.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,600.0,0.0,0.0,0.0
90,Pobre no extr.,0.0,0.0,0.0,0.0,2.0,3,0.4,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.6,208.0,0.0,0.0,0.0
91,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,2.5,0.0,0.0,0.0,2.5,0.5,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.5,800.0,0.0,0.0,0.0
92,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,3.3333333333333335,0.0,0.0,0.0,3.3333333333333335,1.0,6.666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666,1200.0,0.0,0.0,0.0
93,No pobre,0.0,0.0,0.0,0.0,2.0,7,0.0,12.857142857142858,0.0,0.0,0.0,8.571428571428571,0.2857142857142857,17.142857142857142,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.285714285714286,0.5714285714285714,685.7142857142857,0.0,0.0,0.0
94,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,1000.0,0.0,0.0,0.0
